,Search Names,Search Name,# debtholders,Original Names,count,6p_Total,6p_def_Total,3p_Total,Location,Family Size,Slavecount,Match Status,Match Reason,notes,url
132,['Cooke and Cushing'],Cooke and Cushing,1,['Cooke and Cushing'],1,0.0,0.0,180.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Cooke and_Cushing&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
22,"['Abraham Paine', 'Michael Van Peene']",Abraham Paine,2,['Michael and Abraham Van Peene'],1,0.0,0.0,180.0,"Amenia, Dutchess, New York",12.0,,Match,Full Match,See Supplementary Table,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abraham Van_Peene&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
44,"['Francis Wainright', 'Andrew Caldwell']",Francis Wainright,2,['Wainwright and Caldwell'],1,0.0,0.0,178.0,"New York City East Ward, New York, New York",6.0,,Match,Full Match,See Supplementary Table,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Francis_Wainwright&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
845,['William Douglass'],William Douglass,1,['William Douglass'],1,0.0,0.0,178.0,,,,No Match,Too Many Potential Matches Found (2),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Douglass&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
513,['John Sanders'],John Sanders,1,['John Sanders'],1,0.0,0.0,177.0,"Schenectady, Albany, New York",21.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Sanders&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
762,['Stephen Hart'],Stephen Hart,1,['Stephen Hart'],1,0.0,0.0,177.0,"Huntington, Suffolk, New York",8.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Stephen_Hart&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
298,['Hugh Stocker'],Hugh Stocker,1,['Hugh Stocker'],1,0.0,0.0,177.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Hugh_Stocker&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
431,['John Cannon'],John Cannon,1,['John Cannon'],1,0.0,0.0,177.0,,,,No Match,Too Many Potential Matches Found (2),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Cannon&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
261,['Gerrit Groesbeeck'],Gerrit Groesbeeck,1,['Gerrit Groesbeeck'],1,0.0,0.0,176.0,,,,No Match,Too Many Potential Matches Found (2),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Gerrit_Groesbeeck&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
83,['Benjamin Van Arden'],Benjamin Van Arden,1,['Benjamin Van Arden'],1,0.0,0.0,175.0,"Catskill, Albany, New York",9.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Benjamin Van_Arden&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
399,['Jeremiah Frazier'],Jeremiah Frazier,1,['Jeremiah Frazier'],1,0.0,0.0,174.0,"Crown Point, Clinton, New York",2.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jeremiah_Frazier&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
683,['Phoebe Montagnie'],Phoebe Montagnie,1,['Phoebe Montagnie'],2,0.0,0.0,174.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Phoebe_Montagnie&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
829,['Walter Buchanan'],Walter Buchanan,1,['Walter Buchanan'],1,0.0,0.0,173.0,"New York City Montgomery Ward, New York, New York",11.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Walter_Buchanan&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
124,['Christian Minthorn'],Christian Minthorn,1,['Christian Menthorne'],1,165.0,132.0,172.0,"Warwick, Orange, New York",7.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Christian_Menthorne&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
523,['John Tayler'],John Tayler,1,['John Tayler'],1,0.0,0.0,172.0,"Albany Ward 1, Albany, New York",12.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Tayler&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
732,['Samuel H Phillips'],Samuel H Phillips,1,['Samuel H Phillips'],1,0.0,0.0,172.0,,,,No Match,Too Many Potential Matches Found (8),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel H_Phillips&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
872,['William Winthrop'],William Winthrop,1,['William Winthrop'],1,0.0,0.0,171.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Winthrop&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
333,['Jacob House'],Jacob House,1,['Jacob House'],1,0.0,0.0,170.0,"Rensselaerwick, Albany, New York",4.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacob_House&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
869,['William Thurston'],William Thurston,1,['William Thurston'],1,284.0,143.0,169.0,,,,No Match,Too Many Potential Matches Found (2),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Thurston&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
16,['Abraham Fonda'],Abraham Fonda,1,['Abraham Fonda'],1,0.0,0.0,169.0,,,,No Match,Too Many Potential Matches Found (3),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abraham_Fonda&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
632,['Nathaniel Olcott'],Nathaniel Olcott,1,['Nathaniel Olcott'],1,0.0,0.0,169.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nathaniel_Olcott&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
162,['David Kelly'],David Kelly,1,['David Kelly'],2,0.0,0.0,169.0,,,,No Match,Too Many Potential Matches Found (2),Potentially Multiple People,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David_Kelly&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
708,['Robert Hunter'],Robert Hunter,1,['Robert Hunter'],2,0.0,0.0,168.0,,,,No Match,Too Many Potential Matches Found (3),Potentially Multiple People,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Hunter&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
728,['Samuel Clarkson'],Samuel Clarkson,1,['Samuel Clarkson'],1,0.0,0.0,165.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Clarkson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
821,['Tunis Bergen'],Tunis Bergen,1,['Tunis Bergen'],1,0.0,0.0,164.0, Kings,,,Match,Only Location Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Tunis_Bergen&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
50,['Angus McLean'],Angus McLean,1,['Angus McLean'],1,0.0,0.0,163.0,"New York City Out Ward, New York, New York",7.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Angus_McLean&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
368,['James H Kip'],James H Kip,1,['James H Kip'],1,0.0,0.0,163.0,,,,No Match,Too Many Potential Matches Found (6),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James H_Kip&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
36,['Alexander Ross'],Alexander Ross,1,['Alexander Rose'],1,0.0,0.0,162.0,"Shawangunk, Ulster, New York",6.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Alexander_Rose&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
486,['John Leake'],John Leake,1,['John Leake'],1,0.0,0.0,162.0, Dutchess,,,Match,Only Location Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Leake&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
224,['Frederick Fox'],Frederick Fox,1,['Fredrick Fox'],1,0.0,0.0,160.0,"German Flatts, Montgomery, New York",12.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Fredrick_Fox&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
700,['Robert Bell'],Robert Bell,1,['Robert Bell'],1,169.0,85.0,160.0,,,,No Match,Too Many Potential Matches Found (2),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Bell&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
107,Catherine Harsbrook,Catherine Harsbrook,1,"['Catherine Hasbrook', 'Catherine Harsbrook']",1,249.0,175.0,160.0,,,,No Match,No Match Found,See Supplementary Table,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Catherine_Harsbrook&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
519,['John Sullivan'],John Sullivan,1,['John Sullivan'],1,0.0,0.0,159.0,"New York City South Ward, New York, New York",6.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Sullivan&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
590,['Margaret Chinn'],Margaret Chinn,1,['Margaret Chinn'],1,420.0,210.0,159.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Margaret_Chinn&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
28,['Albert Hyckoff'],Albert Hyckoff,1,['Albert Hyckoff'],1,0.0,0.0,157.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Albert_Hyckoff&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
161,['David Judson'],David Judson,1,['David Judson'],1,0.0,0.0,156.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David_Judson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
875,['Wouter Knickerbacker'],Wouter Knickerbacker,1,['Wouter Knickerbacker'],1,0.0,0.0,156.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Wouter_Knickerbacker&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
292,['Henry Whiteman'],Henry Whiteman,1,['Henry Whiteman'],1,0.0,0.0,155.0, New York,,,Match,Only Location Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Henry_Whiteman&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
526,['John Tryon'],John Tryon,1,['John Tryon'],1,0.0,0.0,153.0,"Canaan, Columbia, New York",10.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Tryon&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
499,['John Palmer'],John Palmer,1,['John Palmer'],1,0.0,0.0,153.0,,,,No Match,Too Many Potential Matches Found (12),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Palmer&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
166,['David Peck'],David Peck,1,['David Peck'],2,0.0,0.0,153.0,"Warwick, Orange, New York",9.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David_Peck&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
865,['William Steele'],William Steele,1,['William Steele'],1,0.0,0.0,152.0,,,,No Match,Too Many Potential Matches Found (2),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Steele&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
515,['John Schurman'],John Schurman,1,['John Schurman'],1,0.0,0.0,152.0,,,,No Match,Too Many Potential Matches Found (6),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Schurman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
698,['Riverus Camp'],Riverus Camp,1,['Riverus Camp'],2,0.0,0.0,152.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Riverus_Camp&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
591,['Margaret Cumming'],Margaret Cumming,1,['Margaret Cumming'],1,0.0,0.0,151.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Margaret_Cumming&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
133,['Cornelius Davis'],Cornelius Davis,1,['Cornelius Davis'],1,0.0,0.0,151.0,"New York City Montgomery Ward, New York, New York",6.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Cornelius_Davis&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
52,['Anna Davis'],Anna Davis,1,['Anna Davis'],1,0.0,0.0,151.0,,,,No Match,Too Many Potential Matches Found (33),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Anna_Davis&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
734,['Samuel Hutton'],Samuel Hutton,1,['Samuel Hutton'],1,0.0,0.0,151.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Hutton&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
704,['Robert Crommeline'],Robert Crommeline,1,['Robert Crommelin'],1,0.0,0.0,151.0,"Flushing, Queens, New York",11.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Crommelin&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
723,['Sally Crane'],Sally Crane,1,['Sally Crane'],1,0.0,0.0,151.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Sally_Crane&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
677,['Philip Garlogh'],Philip Garlogh,1,['Philip Garlogh'],1,0.0,0.0,146.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Philip_Garlogh&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
155,['David Caan'],David Caan,1,['David Crane'],1,0.0,0.0,146.0,"Hoosick, Albany, New York",4.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David_Crane&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
692,['Richard Johnston'],Richard Johnston,1,['Richard Johnston'],1,153.0,76.0,145.0,,,,No Match,Too Many Potential Matches Found (2),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Richard_Johnston&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
868,['William Ten Brook'],William Ten Brook,1,['William Ten Brook'],1,0.0,0.0,145.0,,,,No Match,Too Many Potential Matches Found (12),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William Ten_Brook&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
29,['Alexander Bleecker'],Alexander Bleecker,1,['Alexander Bleecker'],1,0.0,0.0,144.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Alexander_Bleecker&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
59,['Archibald Currie'],Archibald Currie,1,['Archibald Curie'],2,0.0,0.0,144.0,"New York City Dock Ward, New York, New York",7.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Archibald_Curie&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
110,['Charles Bush'],Charles Bush,1,['Charles Bush'],1,0.0,0.0,143.0,,,,No Match,Too Many Potential Matches Found (2),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Charles_Bush&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
69,['B Jn A Chevallier'],B Jn A Chevallier,1,['B Jn A Chevallier'],1,0.0,0.0,142.0, New York,,,Match,Only Location Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=B Jn A_Chevallier&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
24,['Abraham Van Loon'],Abraham Van Loon,1,['Abraham Lyon'],1,0.0,0.0,140.0,"Woodstock, Ulster, New York",9.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abraham_Lyon&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
66,['Ashbell Stodder'],Ashbell Stodder,1,['Ashbel Stoddard'],1,0.0,0.0,138.0,"Hudson, Columbia, New York",4.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ashbel_Stoddard&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
535,['John Williams'],John Williams,1,['John Williams'],1,0.0,0.0,137.0,,,,No Match,Too Many Potential Matches Found (39),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Williams&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
230,['Garret T Fisher'],Garret T Fisher,1,['Garret T Fisher'],1,173.0,132.0,134.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Garret T_Fisher&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
248,['George Reed'],George Reed,1,['George Reed'],1,0.0,0.0,132.0,"Watervliet, Albany, New York",3.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=George_Reed&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
501,['John Pickle'],John Pickle,1,['John Pickle'],1,0.0,0.0,131.0,,,,No Match,Too Many Potential Matches Found (3),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Pickle&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
403,['Jesse Selleck'],Jesse Selleck,1,['Jesse Selleck'],1,0.0,0.0,129.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jesse_Selleck&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
686,['Rachael VanNarck'],Rachael VanNarck,1,['Rachael VanNarck'],1,0.0,0.0,128.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Rachael_VanNarck&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
354,['James Casey'],James Casey,1,['James Casey'],2,0.0,0.0,128.0, Albany,,,Match,Only Location Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Casey&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
461,['John Goodwin'],John Goodwin,1,['John Goodwin'],1,0.0,0.0,127.0, New York,,,Match,Only Location Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Goodwin&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
11,['Abraham Brinkerhoff'],Abraham Brinkerhoff,1,['Abraham Brinkerhoff'],1,181.0,140.0,126.0,,,,No Match,Too Many Potential Matches Found (2),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abraham_Brinkerhoff&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
563,Joseph Totten,Joseph Totten,1,"['Joseph Totten', 'Joseph Totton']",1,131.0,115.0,124.0,,,,No Match,Too Many Potential Matches Found (3),See Supplementary Table,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Totten&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
287,['Henry Rutgers'],Henry Rutgers,1,['Henry Rutgers'],1,0.0,0.0,124.0,"New York City Out Ward, New York, New York",8.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Henry_Rutgers&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
533,['John Wasford'],John Wasford,1,['John Warford'],1,0.0,0.0,124.0,"Salem, Washington, New York",14.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Warford&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
528,['John Van Ness'],John Van Ness,1,['John Van Ness'],1,0.0,0.0,122.0,,,,No Match,Too Many Potential Matches Found (4),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John Van_Ness&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
420,['John Boyd'],John Boyd,1,['John Boyd'],1,0.0,0.0,122.0,,,,No Match,Too Many Potential Matches Found (4),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Boyd&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
818,['Titus Sheet'],Titus Sheet,1,['Titus Sheet'],1,0.0,0.0,120.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Titus_Sheet&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
551,['Jonathan Sayre'],Jonathan Sayre,1,['Jonathan Sayre'],1,0.0,0.0,119.0,"Goshen, Orange, New York",11.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jonathan_Sayre&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
78,['Benjamin M Mumford'],Benjamin M Mumford,1,['Benjamin M Mumford'],1,0.0,0.0,118.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Benjamin M_Mumford&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
544,['Jonathan Davenport'],Jonathan Davenport,1,['Jonathan Davenport'],1,0.0,0.0,117.0,"Hillsdale, Columbia, New York",8.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jonathan_Davenport&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
9,['Abijah Holbrook'],Abijah Holbrook,1,['Abijah Holbrook'],2,0.0,0.0,117.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abijah_Holbrook&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
193,['Elias Dayton'],Elias Dayton,1,['Elias Dayton'],1,0.0,0.0,116.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elias_Dayton&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
247,['George McLutchin'],George McLutchin,1,['George McLutchin'],1,175.0,137.0,116.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=George_McLutchin&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
634,['Nehemiah Wade'],Nehemiah Wade,1,['Nehemiah Wade'],1,0.0,0.0,115.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nehemiah_Wade&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
390,['James Tyler'],James Tyler,1,['James Tylee'],1,0.0,0.0,115.0,"New York City North Ward, New York, New York",7.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Tylee&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
613,['Matthew Patterson'],Matthew Patterson,1,['Matthew Paterson'],1,0.0,0.0,115.0,"Fredericksontown, Dutchess, New York",14.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Matthew_Paterson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
265,['Gilbert Grooticloss'],Gilbert Grooticloss,1,['Gilbert Groteclass'],1,0.0,0.0,114.0,"New York City West Ward, New York, New York",3.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Gilbert_Groteclass&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
17,['Abraham Fowler'],Abraham Fowler,1,['Abraham Fowler'],1,0.0,0.0,112.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abraham_Fowler&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
554,['Joseph Belknap'],Joseph Belknap,1,['Joseph Bellknap'],1,0.0,0.0,111.0,"New Windsor, Ulster, New York",10.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Bellknap&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
114,['Charles Martin'],Charles Martin,1,['Charles Martin and Co'],1,0.0,0.0,111.0,,,,No Match,Too Many Potential Matches Found (2),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Charles_Martin&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
104,['Catherine Carr'],Catherine Carr,1,['Catherine Carr'],1,129.0,64.0,111.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Catherine_Carr&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
302,['Isaac Backer'],Isaac Backer,1,['Isaac Backer'],1,0.0,0.0,110.0,,,,No Match,Too Many Potential Matches Found (4),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Isaac_Backer&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
820,['Toney Freeman'],Toney Freeman,1,['Toney Freeman'],1,0.0,0.0,110.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Toney_Freeman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
743,['Samuel W Johnson'],Samuel W Johnson,1,['Samuel W Johnson'],1,0.0,0.0,109.0,,,,No Match,Too Many Potential Matches Found (7),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel W_Johnson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
667,['Peter Schuyler'],Peter Schuyler,1,['Peter Schuyler'],1,0.0,0.0,109.0, Montgomery,,,Match,Only Location Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Peter_Schuyler&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
