,Index,Original Name,Search Name,Name #,Match Status,Match Reason,Location,Family Size,Slavecount,url
764,1594,['Charles Goodrich'],['Charles Goodrich'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Charles_Goodrich&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
765,1595,['George Johnson'],['George Johnson'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=George_Johnson&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
766,1599,['Riverus Camp'],['Riverus Camp'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Riverus_Camp&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
767,1611,['Lynd Catline'],['Lynd Catline'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Lynd_Catline&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
768,1613,['Theophilact Bache'],['Theophylact Bache'],1,Match,Full Match,"New York City East Ward, New York, New York",12,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Theophilact_Bache&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
769,1616,['John Bard'],['John Bard'],1,Match,Full Match,"New York City Montgomery Ward, New York, New York",12,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Bard&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
770,1617,['Charles Martin and Co'],['Charles Martin'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Charles_Martin&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
771,1622,['Abraham G Lansing'],['Abraham G Lansing'],1,No Match,Too Many Potential Matches Found 8,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abraham G_Lansing&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
772,1625,['William Few'],['William Few'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Few&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
773,1627,['Martha Norton'],['Martha Norton'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Martha_Norton&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
774,1634,['Joseph Pannill'],['Joseph Pannill'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Pannill&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
775,1635,['Samuel Gale'],['Samuel Gale'],1,No Match,Too Many Potential Matches Found 3,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Gale&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
776,1636,['Cornelius Davis'],['Cornelius Davis'],1,Match,Full Match,"New York City Montgomery Ward, New York, New York",6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Cornelius_Davis&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
777,1639,['Ebenezer Dimon'],['Ebenezer Dimon'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ebenezer_Dimon&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
778,1640,['Ann Dimon'],['John Demon'],1,Match,Full Match,"Rensselaerwick, Albany, New York",6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ann_Dimon&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
779,1645,['Jeremiah Rogers'],['Jeremiah Rogers'],1,Match,Only Location Found, Suffolk,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jeremiah_Rogers&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
780,1648,['George Remsen'],['George Remsen'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=George_Remsen&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
781,1649,['Benjamin Butler'],['Benjamin Butler'],1,Match,Full Match,"Minisink, Orange, New York",2,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Benjamin_Butler&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
782,1650,['Charles J Richardson'],['Charles Richards'],1,Match,Full Match,"Cambridge, Albany, New York",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Charles J_Richardson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
783,1651,['Robert Troup'],['Robert Troupe'],1,Match,Full Match,"New York City North Ward, New York, New York",16,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Troup&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
784,1655,['Philemon Elmer'],['Philemon Elmer'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Philemon_Elmer&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
785,1665,['John Williams'],['John Williams'],1,No Match,Too Many Potential Matches Found 39,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Williams&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
786,1666,['Samuel W Green'],['Samuel W Green'],1,No Match,Too Many Potential Matches Found 3,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel W_Green&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
787,1667,['Bowlett and Cork'],['Bowlett rk'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Bowlett_rk&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
788,1670,['John Remsen'],['John Remsen'],1,No Match,Too Many Potential Matches Found 4,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Remsen&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
789,1673,['Philip H Livingston'],['Philip H Livingston'],1,No Match,Too Many Potential Matches Found 5,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Philip H_Livingston&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
790,1676,['Mary Alexander'],['Mary Alexander'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Mary_Alexander&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
791,1679,['Silas Pepoom'],['Silas Pepoom'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Silas_Pepoom&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
792,1680,['Elijah Auston'],['Elijah Auston'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elijah_Auston&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
793,1689,['Richard Ward'],['Richard Ward'],1,No Match,Too Many Potential Matches Found 3,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Richard_Ward&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
794,1692,['Timothy Phelps'],['Timothy Phelps'],1,Match,Full Match,"Cambridge, Albany, New York",11,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Timothy_Phelps&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
795,1697,['Henry Rutgers'],['Henry Rutgers'],1,Match,Full Match,"New York City Out Ward, New York, New York",8,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Henry_Rutgers&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
796,1698,['William Keese'],['William Keese'],1,No Match,Too Many Potential Matches Found 5,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Keese&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
797,1700,['George Clinton'],"['George, Esq Clinton Junior']",1,Match,Full Match,"New York City East Ward, New York, New York",19,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=George_Clinton&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
798,1701,['David Pye'],['David Pye'],1,Match,Full Match,"Haverstraw, Orange, New York",14,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David_Pye&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
799,1702,['Robert Taylor'],['Robert Taylor'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Taylor&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
800,1704,['Alexander Hunt'],['Alexander Hunt'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Alexander_Hunt&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
801,1707,['William Nicholas Vrugt'],['William Nicholas Vrugt'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William Nicholas_Vrugt&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
802,1709,['Samuel Wullys Pumray'],['Samuel Wullys Pumray'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel Wullys_Pumray&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
803,1713,['Mary McEwen'],['Mary McEwen'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Mary_McEwen&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
804,1727,['Robert Watts'],['Robert Watts'],1,No Match,Too Many Potential Matches Found 3,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Watts&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
805,1729,['Enoch Parsons'],['Enoch Parsons'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Enoch_Parsons&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
806,1730,['Mathias Denman'],['Mathias Denman'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Mathias_Denman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
807,1731,['John Rathbone'],['John Rathbone'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Rathbone&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
808,1733,['William Steele'],['William Steele'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Steele&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
809,1734,['Mary Howe'],['Mary Harvey'],1,Match,Full Match,"New York City South Ward, New York, New York",2,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Mary_Howe&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
810,1735,['Charles W Goodrich'],['Charles W Goodrich'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Charles W_Goodrich&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
811,1736,['Edward Goold'],['Edward Gould'],1,Match,Full Match,"New York City East Ward, New York, New York",6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Edward_Goold&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
812,1737,['Thomas Vermilya'],['Thomas Vermilya'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Vermilya&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
813,1738,['Thomas Lennington'],['Thomas Lonington'],1,Match,Full Match,"New York City Out Ward, New York, New York",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Lennington&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
814,1741,['Thomas Marston'],['Thomas Marston'],1,Match,Full Match,"New York Harlem Division, New York, New York",11,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Marston&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
815,1744,['Matthew Paterson'],['Matthew Patterson'],1,Match,Full Match,"Fredericksontown, Dutchess, New York",14,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Matthew_Paterson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
816,1745,['Jonathan Pearsee'],['Jonathan Pearsee'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jonathan_Pearsee&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
817,1746,['Abraham Lewis'],['Abraham Lewis'],1,Match,Only Location Found, Albany,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abraham_Lewis&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
818,1747,['John M Hesson'],['John M Hesson'],1,Match,Only Location Found, Albany,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John M_Hesson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
819,1748,['Walley Allen'],['Walley Allen'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Walley_Allen&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
820,1752,['Silas Pepoon'],['Silas Pepoon'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Silas_Pepoon&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
821,1759,['James Casey'],['James Casey'],1,Match,Only Location Found, Albany,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Casey&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
822,1762,['James Requa'],['James Requa'],1,Match,Only Location Found, Westchester,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Requa&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
823,1766,['John Vanderspeigle'],['John Vanderspeigle'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Vanderspeigle&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
824,1767,['John Schurman'],['John Schurman'],1,No Match,Too Many Potential Matches Found 6,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Schurman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
825,1769,['David Tuttle'],['David Tuttle'],1,No Match,Too Many Potential Matches Found 4,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David_Tuttle&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
826,1772,['Peleg Sandford'],['Peleg Sandford'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Peleg_Sandford&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
827,1773,['Mathias Williamson'],['Mathias Williamson'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Mathias_Williamson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
828,1774,['Bernard Ruppleye'],['Bernard Ruppleye'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Bernard_Ruppleye&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
829,1775,['Richard Anderson'],['Richard Anderson'],1,Match,Only Location Found, New York,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Richard_Anderson&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
830,1781,['John Frost'],['John Frost'],1,No Match,Too Many Potential Matches Found 5,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Frost&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
831,1783,['John Campbell'],['John Campbell'],1,No Match,Too Many Potential Matches Found 20,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Campbell&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
832,1785,['James Lewis'],['James Lewis'],1,No Match,Too Many Potential Matches Found 6,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Lewis&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
833,1799,['Lewis Pintard'],['Lewis Pintard'],1,Match,Full Match,"New Rochelle, Westchester, New York",6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Lewis_Pintard&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
834,1802,['Benjamin Mooers'],['Benjamin Mooers'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Benjamin_Mooers&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
835,1804,['William Ten Brook'],['William Ten Brook'],1,No Match,Too Many Potential Matches Found 12,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William Ten_Brook&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
836,1810,['Thomas Vermylia'],['Thomas Vermylia'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Vermylia&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
837,1811,['Jonathan Edwards'],['Jonathan Edwards'],1,Match,Full Match,"Brook Haven, Suffolk, New York",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jonathan_Edwards&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
838,1812,['Ashbell Steele'],['Ashbell Steele'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ashbell_Steele&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
839,1815,['Abigail Sizer'],['Abigail Sizer'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abigail_Sizer&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
840,1817,['David Judson'],['David Judson'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David_Judson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
841,1820,['John Cannon'],['John Cannon'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Cannon&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
842,1822,['Susannah Richardson'],['Susannah Richardson'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Susannah_Richardson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
843,1826,['James Constable'],['James Constable'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Constable&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
844,1828,['John Palmer'],['John Palmer'],1,No Match,Too Many Potential Matches Found 12,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Palmer&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
845,1831,['Richard Neave'],['Richard Neave'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Richard_Neave&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
846,1837,['Samuel Sackett'],['Samuel Sackett'],1,Match,Only Location Found, Dutchess,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Sackett&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
847,1840,['John Graham'],['John Graham'],1,No Match,Too Many Potential Matches Found 13,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Graham&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
848,1841,['William Burnet'],['William Burnet'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Burnet&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
849,1842,['Anna Davis'],['Anna Davis'],1,No Match,Too Many Potential Matches Found 33,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Anna_Davis&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
850,1843,['John Julius Angerstein'],['John Julius Angerstein'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John Julius_Angerstein&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
851,1845,['John Nicholl'],['John Nicholl'],1,No Match,Too Many Potential Matches Found 15,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Nicholl&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
852,1847,['Tobias Van Zand'],['Tobias Zandt'],1,Match,Full Match,"New York City Montgomery Ward, New York, New York",11,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Tobias Van_Zand&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
853,1848,['Horace and Seth Johnston'],['Horace Johnston'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Horace_Johnston&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
854,1848,['Horace and Seth Johnston'],['Seth Johnston'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Seth_Johnston&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
855,1849,['Abijah Holbrook'],['Abijah Holbrook'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abijah_Holbrook&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
856,1851,['David Hobby'],['David Hobby'],1,Match,Full Match,"North Castle, Westchester, New York",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David_Hobby&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
857,1852,['Michael and Thomas Bull'],['Michael Bull'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Michael_Bull&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
858,1852,['Michael and Thomas Bull'],['Thomas Bull'],1,Match,Full Match,"Wallkill, Ulster, New York",9,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Bull&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
859,1853,['Caleb Wheeler'],['Caleb Wheeler'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Caleb_Wheeler&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
860,1854,['Francis Bassett'],['Francis Bassett'],1,Match,Full Match,"New York City East Ward, New York, New York",11,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Francis_Bassett&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
861,1858,['Stephen Patterson'],['Stephen Paterson'],1,Match,Full Match,"New York City Dock Ward, New York, New York",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Stephen_Patterson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
862,1859,['David Hayes'],['David Hayes'],1,Match,Full Match,"Bedford, Westchester, New York",10,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David_Hayes&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
863,1862,['Thomas Law'],['Thomas Law'],1,Match,Full Match,"Canaan, Columbia, New York",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Law&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
864,1863,['Anthony F Haldimand'],['Anthony F Haldimand'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Anthony F_Haldimand&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
865,1864,['Grund and Co'],['Grund'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=_Grund&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
866,1868,['Samuel W Johnson'],['Samuel W Johnson'],1,No Match,Too Many Potential Matches Found 7,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel W_Johnson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
867,1873,['Enoch Vreeland'],['Enoch Vreeland'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Enoch_Vreeland&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
868,1875,['W Richardson and Co'],['W Richardson'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=W_Richardson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
869,1876,['J H Livingston'],['J H Livingston'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=J H_Livingston&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
870,1877,['Rebecca Hedden'],['Rebecca Hedden'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Rebecca_Hedden&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
871,1878,['James J Roosevelt'],['James J Roosevelt'],1,No Match,Too Many Potential Matches Found 4,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James J_Roosevelt&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
872,1880,['Jacob H Butman'],['Jacob H Butman'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacob H_Butman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
873,1881,['George Warner'],['George Warner'],1,No Match,Too Many Potential Matches Found 3,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=George_Warner&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
874,1882,['Jn F Grenus'],['Jn F Grenus'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jn F_Grenus&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
