,Search Names,Location,Search Name,Original Names,Original Occupations,# debtholders,count,6p_Total,6p_def_Total,3p_Total,Family Size,Slavecount,Match Status,Match Reason,url,origin
143,"['Sarah Ward', 'Christopher Hill', 'Henry Sherbourne']",Rhode Island,Sarah Ward,"[[['Henry Sherburne transfer from the register of the treasury', 'Christopher Hill transferred from the Register of the Treasury', 'Sarah Ward Transferred from the Register'], ['John Mawney Transferred from the Register', 'Matthew Watson from the office of William Imlay Connecticut', 'Sarah Ward transferred from the Register of the Treasury'], ['John Rogers transfer from the Register of the Treasury', 'Sarah Ward transferred from Register']], [['the president and Co of bank of providence from the books in Massachusetts', 'Christopher Hill Transferred from the Register', 'Matthew Watson transferred from the office in Connecticut'], ['Henry Sherburne transfer from the register of the treasury', 'Christopher Hill transferred from the Register of the Treasury', 'Sarah Ward Transferred from the Register'], ['John Eddy Transferred from the Register of the Treasury', 'Abram Belknap transferred from the Register of the Treasury', 'Christopher Hill transferred from Register']], [['Henry Sherburne Transferred from the Register of the Treasury', 'Joseph A Richards transfer from Register', 'Samuel Vernon transfer from register'], ['Henry Sherburne transferred from the Register of the Treasury', 'William Wheaten Transferred from the Books of the Register of the Treasury by Warrant No 10099', 'Brown Benson and Ives transferred from the books in Massachusetts'], ['Henry Sherburne transfer from the register of the treasury', 'Christopher Hill transferred from the Register of the Treasury', 'Sarah Ward Transferred from the Register']]]",[],3,1,297.0,83.0,31.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Sarah_Ward&name_x=ps_ps&residence=_rhode+island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
144,"['Thomas A', 'Thomas A Reider']", St Marys,Thomas A Reider,"[[['Thomas A Reeder', 'Thomas A Reider']], [['Thomas A Reeder', 'Thomas A Reider']]]",[],2,1,295.0,197.0,302.0,,,Match,Only Location Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas+A_Reider&name_x=s_s&residence=_st+mary+s-maryland-usa_2769&residence_x=1-0_1-0,Aggregated CD debt files
145,"['Ignatius Smith', 'James Smith']","Montgomery, Maryland",James Smith,"[[['Ignatius Smith', 'James Smith', 'Iq Smith']], [['Ignatius Smith', 'James Smith', 'Iq Smith']]]",[],2,1,294.0,146.0,270.0,5,0.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Smith&name_x=1_1&residence=_montgomery-maryland-usa_2081&residence_x=1-0_1-0,Aggregated CD debt files
146,"['Stephen Davis', 'James Manning', 'Phillip Brown']", Providence,Stephen Davis,"[[['Stephen Davis Administrator No 11757', 'No 11758 in Favor Stephen Davis Adm To Jeremiah Davis Deceased from D'], ['No 10314 in Favor Reverend James Manning Register of Treasury', 'Stephen Davis Administrator No 11761', 'Philip N Brown transferred from the office in Pennsylvania']], [['James Manning']], [['Dr William Handy in trust for his Nephew William Handy Transferred from the Books at New York', 'Philip N Brown Transferred from the Office in Providence', 'Philip N Brown transferred from the office in Pensylvania'], ['No 10314 in Favor Reverend James Manning Register of Treasury', 'Stephen Davis Administrator No 11761', 'Philip N Brown transferred from the office in Pennsylvania']]]",[],3,1,293.0,70.0,60.0,,,Match,Only Location Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Stephen_Davis&name_x=1_1&residence=_Rhode Island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
147,"['Stephen Davis', 'James Manning', 'Phillip Brown']","Newport, Newport, Rhode Island",Phillip Brown,"[[['Stephen Davis Administrator No 11757', 'No 11758 in Favor Stephen Davis Adm To Jeremiah Davis Deceased from D'], ['No 10314 in Favor Reverend James Manning Register of Treasury', 'Stephen Davis Administrator No 11761', 'Philip N Brown transferred from the office in Pennsylvania']], [['James Manning']], [['Dr William Handy in trust for his Nephew William Handy Transferred from the Books at New York', 'Philip N Brown Transferred from the Office in Providence', 'Philip N Brown transferred from the office in Pensylvania'], ['No 10314 in Favor Reverend James Manning Register of Treasury', 'Stephen Davis Administrator No 11761', 'Philip N Brown transferred from the office in Pennsylvania']]]",[],3,1,293.0,70.0,60.0,4,0.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Philip+N_Brown&name_x=s_s&residence=_rhode+island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
148,"['Francis Clement', 'Francis Dyer']","Prince Georges, Maryland",Francis Dyer,"[[['Francis Clement Dyer', 'Francis C Dyer']], [['Francis Clement Dyer', 'Francis C Dyer']]]",[],2,1,288.0,193.0,269.0,18,9.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Francis+C_Dyer&name_x=s_s&residence=_prince+george+s-maryland-usa_2438&residence_x=1-0_1-0,Aggregated CD debt files
149,"['Mary Frost', 'Maria De Freert']",,Maria De Freert,"['Maria De Frust', 'Maria De Freert']",,2,1,285.0,192.0,211.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Maria De_Freert&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,NY debt file
150,"['Joseph Huddell', 'Joseph Studdell']","Philadelphia, Philadelphia, Pennsylvania",Joseph Studdell,"[[['Joseph Huddell'], ['Joseph Huddell', 'Joseph Studdell']], [['Joseph Huddell', 'Joseph Studdell']]]",[],2,1,270.0,185.0,178.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Studdell&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Aggregated CD debt files
151,"['Stephen Hall', 'Anthony Bradford']","Plainfield, Windham, Connecticut",Anthony Bradford,"[[['Anthony Bradford and Stephen Hall']], [['Anthony Bradford and Stephen Hall']]]",['Committee of the 1st Society of Plainville'],2,1,269.0,135.0,112.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Anthony_Bradford&name_x=ps_ps&residence=_plainfield-windham-connecticut-usa_3452&residence_x=1-0_1-1,Aggregated CD debt files
152,"['Wm  Gavett', 'William Garrett']","Philadelphia, Philadelphia, Pennsylvania",William Garrett,"[[['William Govett'], ['William Govett', 'William Garrett']], [['William Govett', 'William Garrett']]]",['City Commr'],2,1,265.0,183.0,74.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Garrett&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Aggregated CD debt files
153,"['William Waterman', 'William Waterman Cranstone']","Cranston, Providence, Rhode Island",William Waterman Cranstone,"[[['William Waterman', 'William Waterman Cranstone']], [['William Waterman', 'William Waterman Cranstone']]]",['Yeoman'],2,1,260.0,130.0,88.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William+Waterman_Cranstone&name_x=ps_ps&residence=_cranston-providence-rhode+island-usa_5508&residence_x=1-0_1-1,Aggregated CD debt files
154,"['Thomas Harwood', 'Benjamin Harwood']","Annapolis, Anne Arundel, Maryland",Benjamin Harwood,"[[['Thomas and Benjamin Harwood', 'William Harwood'], ['Thomas Harwwod and Benjamin Harwood', 'Thomas and Benjamin Harwood']], [['Benjamin Harwood'], ['Thomas and Benjamin Harwood', 'William Harwood'], ['Thomas Harwwod and Benjamin Harwood', 'Thomas and Benjamin Harwood']]]",[],2,1,260.0,129.0,0.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Benjamin_Harwood&name_x=ps_ps&residence=_annapolis-anne+arundel-maryland-usa_6128&residence_x=1-0_1-1,Aggregated CD debt files
155,"['Charles Lee', 'Richard Lee']",Virginia,Richard Lee,"[[['Charles Lee Virginia', 'Charles Lee', 'Richard Lee']], [['Charles Lee Virginia', 'Charles Lee', 'Richard Lee']]]",[],2,1,257.0,178.0,199.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Richard_Lee&name_x=ps_ps&residence=_virginia-usa_49&residence_x=1-0_1-0,Aggregated CD debt files
156,"['Thomas Rummeril', 'Thomas Rumriel']","Newport, Newport, Rhode Island",Thomas Rumriel,"[[['Thomas Rumreil', 'Thomas Rumriel']], [['Thomas Rumreil', 'Thomas Rumriel']]]",['Esquire'],2,1,255.0,176.0,226.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Rumriel&name_x=ps_ps&residence=_newport-newport-rhode+island-usa_5500&residence_x=1-0_1-1,Aggregated CD debt files
157,"['Catherine Coleman', 'William Coleman', 'Jacob Coleman']",Pennsylvania,William Coleman,"[[['Cath and William Coleman', 'Catharine And William Coleman Executor of Jacob Coleman deceased', 'Catherine and William']], [['Cath and William Coleman', 'Catharine And William Coleman Executor of Jacob Coleman deceased', 'Catherine and William']], [['Cath and William Coleman', 'Catharine And William Coleman Executor of Jacob Coleman deceased', 'Catherine and William']]]",['Executor to the Estate of Jacob Coleman deceased'],3,2,252.0,226.0,114.0,,,No Match,Too Many Potential Matches Found (2),https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Coleman&name_x=s_s&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,Aggregated CD debt files
158,"['John Mawney', 'Matthew Watson', 'Sarah Ward', 'William Imlay']",Rhode Island,Sarah Ward,"[[['John Mawney Transferred from the Register', 'Matthew Watson from the office of William Imlay Connecticut', 'Sarah Ward transferred from the Register of the Treasury'], ['John Warner transferred from Register', 'John Mawney transferred from the Register of the Treasury']], [['Matthew Watson'], ['William Wheater transferred from the books of the Register as of Warrant No 10,101', 'Joseph A Richards transfer from register', 'Matthew Watson Transferred from the Office of William Imlay Connecticut'], ['the president and Co of bank of providence from the books in Massachusetts', 'Christopher Hill Transferred from the Register', 'Matthew Watson transferred from the office in Connecticut'], ['John Mawney Transferred from the Register', 'Matthew Watson from the office of William Imlay Connecticut', 'Sarah Ward transferred from the Register of the Treasury']], [['Henry Sherburne transfer from the register of the treasury', 'Christopher Hill transferred from the Register of the Treasury', 'Sarah Ward Transferred from the Register'], ['John Mawney Transferred from the Register', 'Matthew Watson from the office of William Imlay Connecticut', 'Sarah Ward transferred from the Register of the Treasury'], ['John Rogers transfer from the Register of the Treasury', 'Sarah Ward transferred from Register']], [['John Mawney Transferred from the Register', 'Matthew Watson from the office of William Imlay Connecticut', 'Sarah Ward transferred from the Register of the Treasury']]]",[],4,2,250.0,88.0,76.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Sarah_Ward&name_x=ps_ps&residence=_rhode+island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
159,"['Thomas Cockey Deye', 'Thomas C']", Baltimore,Thomas Cockey Deye,"[[['Thomas Cockey Deye', 'Thomas C Deye'], ['Thomas Cockey Deye']], [['Thomas Cockey Deye', 'Thomas C Deye']]]",[],2,1,243.0,170.0,311.0,,,Match,Only Location Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas+Cockey_Deye&name_x=s_s&residence=_baltimore-maryland-usa_223&residence_x=1-0_1-0,Aggregated CD debt files
160,"['Henry Smith', 'Kenry Smith']","Montgomery, Pennsylvania",Kenry Smith,"[[['Kenry Smith', 'Henry Smith']], [['Kenry Smith', 'Henry Smith']]]",[],2,1,243.0,171.0,120.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Kenry_Smith&name_x=ps_ps&residence=_montgomery-pennsylvania-usa_2087&residence_x=1-0_1-0,Aggregated CD debt files
161,"['Nicholas Banney', 'Joseph Innes Clark', 'Joseph Nightingale', 'Nathaniel Barney']",Rhode Island,Nicholas Banney,"[[['Nicholas Banney transfer from register', 'Nathaniel Barney transfer from Register', 'Clark and Nightingale']], [['Clark and Nightingale', 'Clark and Nightingale transferred to treasury'], ['Clark and Nightingale transferred', 'Clark and Nightingale Transferred from Register'], ['Clark and Nightingale Transferred from the Reg', 'Clarkand Nightingale Transferred from the Register', 'Clark and Nightingale Register'], ['Nicholas Banney transfer from register', 'Nathaniel Barney transfer from Register', 'Clark and Nightingale']], [['Clark and Nightingale'], ['Clark and Nightingale transferred', 'Clark and Nightingale Transferred from Register'], ['Clark and Nightingale transfer from register', 'William Larned', 'Clark and Nightingale transfer from Register']], [['Nicholas Banney transfer from register', 'Nathaniel Barney transfer from Register', 'Clark and Nightingale']]]",[],4,3,240.0,120.0,654.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nicholas_Banney&name_x=ps_ps&residence=_rhode+island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
162,"['Frederick Smith', 'The Frederick Smith']","Philadelphia, Philadelphia, Pennsylvania",The Frederick Smith,"[[['Frederick Smith', 'The Frederick Smith']], [['Frederick Smith', 'The Frederick Smith']]]",['Reverend'],2,1,236.0,118.0,263.0,,,No Match,Too Many Potential Matches Found (6),https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=The+Frederick_Smith&name_x=s_s&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Aggregated CD debt files
163,"['Jeremiah Cowles', 'Elias Cowles']","Farmington, Hartford, Connecticut",Jeremiah Cowles,"[[['Elias and Jeremiah Cowles']], [['Elias and Jeremiah Cowles']]]",[],2,1,229.0,114.0,108.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jeremiah_Cowles&name_x=ps_ps&residence=_farmington-hartford-connecticut-usa_748&residence_x=1-0_1-1,Aggregated CD debt files
164,"['Eunice Wadsworth', 'Betsey Wadsworth']","Hartford, Hartford, Connecticut",Betsey Wadsworth,"[[['Eunice and Betsey Wadsworth']], [['Eunice and Betsey Wadsworth']]]",[],2,1,227.0,163.0,144.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Betsey_Wadsworth&name_x=ps_ps&residence=_hartford-hartford-connecticut-usa_999&residence_x=1-0_1-1,Aggregated CD debt files
165,"['Benjamin Bourne', 'Benjamin Brown']",Rhode Island,Benjamin Brown,"[[['Benjamin Bourn', 'Benjamin Bourne'], ['Benjamin Bourn', 'Benjamin Bourne']], [['Benjamin Bourn transfer from the Register', 'Benjamin Brown transfer from register', 'Benjamin Baurn Transfer from Register']]]",[],2,1,208.0,104.0,166.0,,,No Match,Too Many Potential Matches Found (5),https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Benjamin_Brown&name_x=1_1&residence=_Rhode Island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
166,"['Ichabod Northup', 'Ichabod Nathup']","Warwick, Kent, Rhode Island",Ichabod Nathup,"[[['Ichabod Northup', 'Ichabod Nathup']], [['Ichabod Northup', 'Ichabod Nathup']]]",[],2,1,207.0,152.0,145.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ichabod_Nathup&name_x=ps_ps&residence=_warwick-kent-rhode+island-usa_5485&residence_x=1-0_1-1,Aggregated CD debt files
167,"['Daggett Daggett', 'Abner Daggett']","Providence, Providence, Rhode Island",Abner Daggett,"[[['Abner Daggett', 'Abener Daggett']], [['Abner Daggett', 'Abener Daggett'], ['Abner Daggett'], ['Abner Daggett', 'Abner Daggatt'], ['Abner Daggett', 'Abner Daggatt']]]",['Innholder'],2,1,203.0,150.0,191.0,7,0.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abner_Daggett&name_x=1_1&residence=_providence-providence-rhode island-usa_5531&residence_x=1-0_1-0,Aggregated CD debt files
168,"['Daniel Boyd', 'Daniel Boyle']","Frederick, Maryland",Daniel Boyd,"[[['Daniel Boyd', 'Daniel Boyle']], [['Daniel Boyd', 'Daniel Boyle']]]",['Esquire'],2,1,201.0,149.0,143.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Daniel_Boyd&name_x=ps_ps&residence=_frederick-maryland-usa_1081&residence_x=1-0_1-0,Aggregated CD debt files
169,"['Joseph Buckley', 'Joseph Bulkley']","Wethersfield, Hartford, Connecticut",Joseph Bulkley,"[[['Joseph Bulkley', 'Joseph Buckley']], [['Joseph Bulkley', 'Joseph Buckley']]]",[],2,1,197.0,98.0,265.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Bulkley&name_x=ps_ps&residence=_wethersfield-hartford-connecticut-usa_2999&residence_x=1-0_1-1,Aggregated CD debt files
170,"['Henry Zealor', 'Margaret Fisher']","Frederick, Maryland",Henry Zealor,"[[['Henry Zealor and Margaret Fisher', 'Zealor E Fisher']], [['Margaret Fisher'], ['Henry Zealor and Margaret Fisher', 'Zealor E Fisher']]]",[],2,1,196.0,98.0,247.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Henry_Zealor&name_x=ps_ps&residence=_frederick-maryland-usa_1081&residence_x=1-0_1-0,Aggregated CD debt files
171,"['Samuel Grosvenor', 'Leml Grosvenor']","Pomfret, Windham, Connecticut",Samuel Grosvenor,"[[['Lemuel Grosvenor', 'Samuel Grosvenor']], [['Lemuel Grosvenor'], ['Lemuel Grosvenor', 'Samuel Grosvenor']]]",['Gentleman'],2,1,195.0,148.0,99.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Grosvenor&name_x=ps_ps&residence=_pomfret-windham-connecticut-usa_3454&residence_x=1-0_1-1,Aggregated CD debt files
172,"['Richard Hart', 'William Joseph']","Hartford, Hartford, Connecticut",Richard Hart,"[[['William Joseph and Richard Hart']], [['William Joseph and Richard Hart']]]",[],2,1,191.0,96.0,152.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Richard_Hart&name_x=ps_ps&residence=_hartford-hartford-connecticut-usa_999&residence_x=1-0_1-1,Aggregated CD debt files
173,"['William Harwood', 'Thomas Harwood', 'Benjamin Harwood']","Annapolis, Anne Arundel, Maryland",Benjamin Harwood,"[[['Thomas and Benjamin Harwood', 'William Harwood']], [['Thomas and Benjamin Harwood', 'William Harwood'], ['Thomas Harwwod and Benjamin Harwood', 'Thomas and Benjamin Harwood']], [['Benjamin Harwood'], ['Thomas and Benjamin Harwood', 'William Harwood'], ['Thomas Harwwod and Benjamin Harwood', 'Thomas and Benjamin Harwood']]]",[],3,1,188.0,94.0,243.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Benjamin_Harwood&name_x=ps_ps&residence=_annapolis-anne+arundel-maryland-usa_6128&residence_x=1-0_1-1,Aggregated CD debt files
174,"['William Harwood', 'Thomas Harwood', 'Benjamin Harwood']","Anne Arundel, Maryland",Thomas Harwood,"[[['Thomas and Benjamin Harwood', 'William Harwood']], [['Thomas and Benjamin Harwood', 'William Harwood'], ['Thomas Harwwod and Benjamin Harwood', 'Thomas and Benjamin Harwood']], [['Benjamin Harwood'], ['Thomas and Benjamin Harwood', 'William Harwood'], ['Thomas Harwwod and Benjamin Harwood', 'Thomas and Benjamin Harwood']]]",[],3,1,188.0,94.0,243.0,58,49.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Harwood&name_x=1_1&residence=_annapolis-anne+arundel-maryland-usa_6128&residence_x=1-0_1-1,Aggregated CD debt files
175,"['Eliphalet Slack', 'Eliphalet Stark']","Rehoboth, Bristol, Massachusetts",Eliphalet Stark,"[[['Eliphalet Slack', 'Eliphalet Stark']], [['Eliphalet Slack', 'Eliphalet Stark']]]",['Esquire'],2,1,182.0,90.0,364.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Eliphalet_Stark&name_x=ps_ps&residence=_rehoboth-bristol-massachusetts-usa_4346&residence_x=1-0_1-1,Aggregated CD debt files
176,"['Joseph A Rechards', 'William Learned']",Rhode Island,Joseph A Rechards,"[[['Joseph A Rechards Transfer from Treasury', 'William Learned transfer from register', 'William Larned transfer from Register']], [['Clark and Nightingale transfer from register', 'William Larned', 'Clark and Nightingale transfer from Register']]]",[],2,1,178.0,139.0,974.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph+A_Rechards&name_x=ps_ps&residence=_rhode+island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
177,"['David L Barnes', 'Joseph Jenks']","Providence, Providence, Rhode Island",David L Barnes,"[[['Joseph Jenckes and David L Barnes']], [['Joseph Jenckes and David L Barnes']]]",['Extors to the Late Jn Jenckes Esq Deceased'],2,1,174.0,87.0,90.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David+L_Barnes&name_x=ps_ps&residence=_providence-providence-rhode+island-usa_5531&residence_x=1-0_1-1,Aggregated CD debt files
178,"['Andrew Warman', 'andrew Workman']","Frederick, Maryland",andrew Workman,"[[['Andrew Workman', 'Andrew Worman']], [['Andrew Workman', 'Andrew Worman']]]",[],2,1,168.0,84.0,95.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=andrew_Workman&name_x=ps_ps&residence=_frederick-maryland-usa_1081&residence_x=1-0_1-0,Aggregated CD debt files
179,"['Simon Van Antioch', 'Simon Van Antwerp']",,Simon Van Antioch,"['Simon Van Antioch', 'Simon Van Antwerp']",,2,1,166.0,83.0,94.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Simon Van_Antioch&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,NY debt file
180,"['Godfrey Baker', 'Godfrey Baker Mp']",Pennsylvania,Godfrey Baker Mp,"[[['Godfrey Baker and Comp', 'Godfrey Baker and Company', 'Godfrey Baker and Co']], [['Godfrey Baker and Comp', 'Godfrey Baker and Company', 'Godfrey Baker and Co']]]",[],2,1,164.0,131.0,17.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Godfrey+Baker_Mp&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,Aggregated CD debt files
181,"['William French', 'Wiiliam French']",Pennsylvania,Wiiliam French,"[[['Wiiliam French', 'William French']], [['Wiiliam French', 'William French']]]",[],2,1,157.0,78.0,131.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Wiiliam_French&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,Aggregated CD debt files
182,"['Benjamin Hoxsie', 'Benjamin Hoxvie']","Charlestown, Washington, Rhode Island",Benjamin Hoxvie,"[[['Benjamin Hoxvie', 'Benjamin Hoxsie']], [['Benjamin Hoxvie', 'Benjamin Hoxsie']]]",['Yeoman'],2,1,156.0,127.0,126.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Benjamin_Hoxvie&name_x=ps_ps&residence=_charlestown-washington-rhode+island-usa_5543&residence_x=1-0_1-1,Aggregated CD debt files
183,"['Nathan Williams', 'Frederick Williams']", Providence,Nathan Williams,"[[['Nathan Williams']], [['Nathan and Fredrick Williams', 'Nathan and Frederick Williams']]]",[],2,1,147.0,122.0,156.0,,,Match,Only Location Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nathan_Williams&name_x=1_1&residence=_Rhode Island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
184,"['Jeridiah Marcy', 'Jedediah Marcy']","Dudley, Worcester, Massachusetts",Jeridiah Marcy,"[[['Jeridiah Marcy', 'Jedidiah Marcy']], [['Jeridiah Marcy', 'Jedidiah Marcy']]]",['Yeoman'],2,1,146.0,72.0,48.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jeridiah_Marcy&name_x=ps_ps&residence=_dudley-worcester-massachusetts-usa_4699&residence_x=1-0_1-1,Aggregated CD debt files
185,"['William Patterson', 'James Pattison']","Anne Arundel, Maryland",James Pattison,"[[['William Patterson', 'James Pattison']], [['William Patterson', 'James Pattison']]]",[],3,1,144.0,121.0,2020.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Pattison&name_x=ps_ps&residence=_anne+arundel-maryland-usa_169&residence_x=1-0_1-0,Aggregated CD debt files
186,"['John L Gibson', 'John Lee Gibson']", Maryland,John L Gibson,"[[['John Lee Gibson', 'John L Gibson']], [['John Lee Gibson', 'John L Gibson']]]",[],2,1,144.0,121.0,0.0,,,Match,Only Location Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John+L_Gibson&name_x=s_s&residence=_harford-maryland-usa_1302&residence_x=1-0_1-0,Aggregated CD debt files
187,"['Samuel Burr', 'Timothy Burr']","Hartford, Hartford, Connecticut",Timothy Burr,"[[['Samuel and Timothy Burr'], ['Samuel Burr']], [['Samuel and Timothy Burr'], ['Timothy Burr']]]",['Merchant'],2,1,141.0,71.0,0.0,4,0.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Timothy_Burr&name_x=1_1&residence=_hartford-hartford-connecticut-usa_999&residence_x=1-0_1-0,Aggregated CD debt files
188,"['Allen Stillman', 'Allen Sillman']","Wethersfield, Hartford, Connecticut",Allen Sillman,"[[['Allen Sillman and Co', 'Allen Stillman and Co']], [['Allen Sillman and Co', 'Allen Stillman and Co']]]",['Traders'],2,1,140.0,71.0,101.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Allen_Sillman&name_x=ps_ps&residence=_wethersfield-hartford-connecticut-usa_2999&residence_x=1-0_1-1,Aggregated CD debt files
189,"['Jacob Cline', 'Jaocb Cline']",Pennsylvania,Jaocb Cline,"[[['Jaocb Cline', 'Jacob Cline']], [['Jaocb Cline', 'Jacob Cline']]]",[],2,1,140.0,70.0,0.0,,,No Match,Too Many Potential Matches Found (19),https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jaocb_Cline&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,Aggregated CD debt files
190,"['William Hartshorne', 'Joseph Lindley']","Richmond, Henrico, Virginia",Joseph Lindley,"[[['Hartshorne and Lindley ']], [['Hartshorne and Lindley ']]]",[],2,1,135.0,67.0,152.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Lindley&name_x=ps_ps&residence=_henrico-virginia-usa_1346&residence_x=1-0_1-1,Aggregated CD debt files
